FURTO,JARDIM IMPERIAL,,,,5/18/2016,14:00:00
FURTO,JARDIM IMPERIAL,,,,12/22/2016,04:00:00
FURTO,JARDIM IMPERIAL,,,,12/21/2016,19:30:00
FURTO,JARDIM IMPERIAL,,,,11/26/2016,23:30:00
ROUBO,JARDIM IMPERIAL,,,,10/16/2016,17:40:00
FURTO,JARDIM IMPERIAL,,,,10/15/2016,15:30:00
FURTO,JARDIM IPORÃ,AVENIDA,RUTH DE SOUZA SILVA,Q02,10/2/2016,06:00:00
ROUBO,SETOR INDUSTRIAL,RUA,DAS IPOMEIAS,,12/13/2016,18:30:00
TRÁFICO ILÍCITO DE DROGAS,RESID. IPANEMA,RUA,RUA GINO SANCHES PARRA,,6/1/2016,13:30:00
HOMICÍDIO DOLOSO,JARDIM IPÊ,RUA,DAS SUCUPIRAS,6929,8/20/2016,06:30:00
FURTO,JARDIM IPÊ,RUA,GUAPURUVUS,1532,9/11/2016,03:30:00
FURTO,JARDIM IPÊ,RUA,NICOLAU FLESSAK,2729,9/12/2016,19:00:00
FURTO,JARDIM IPÊ,RUA,SILVARIO BECHAMANN,2443,7/27/2016,14:30:00
FURTO,JARDIM IPIRANGA,RUA,ÁGUA BOA,76,10/30/2016,
FURTO,JARDIM IPIRANGA,RUA,ALBERTO BARANJAK,,8/18/2016,18:00:00
HOMICÍDIO DOLOSO,JARDIM IPIRANGA,RUA,ARINOS,105,12/27/2016,21:00:00
ROUBO,JARDIM IPIRANGA,RUA,PRINCIPAL,,11/15/2016,23:00:00
HOMICÍDIO DOLOSO,JARDIM IPIRANGA,RUA,RIO ARINOS,,12/28/2016,00:30:00
,JARDIM IPIRANGA,RUA,RIO ARINOS,,12/28/2016,00:30:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM IPIRANGA,RUA,RIO ARINOS,603,7/12/2016,05:45:00
ROUBO,JARDIM IPIRANGA,RUA,RUA RIO ARINOS,,10/18/2016,19:30:00
FURTO,JARDIM IPORÃ,RUA,JABOTICABAL,LOT05,11/3/2016,
FURTO,JARDIM ITÁLIA,RUA,MILAO,LT 13,7/10/2016,
FURTO,JARDIM ITÁLIA,RUA,VERONA,1401,5/20/2016,15:00:00
ROUBO,JARDIM ITÁLIA,,,,10/19/2016,17:00:00
FURTO,JARDIM ITÁLIA,RUA,ROMA,697,10/18/2016,16:00:00
FURTO,JARDIM ITÁLIA,RUA,ROMA,1496,7/22/2016,12:30:00
ROUBO,JARDIM ITÁLIA,RUA,TANCREDO NEVES,246,6/23/2016,21:00:00
FURTO,JARDIM ITÁLIA,RUA,SIENA,,12/7/2016,12:00:00
FURTO,JARDIM ITÁLIA,RUA,LUCCA,1435,11/1/2016,07:30:00
FURTO,JARDIM ITÁLIA,RUA,ROMA,1405,11/1/2016,07:30:00
FURTO,JARDIM ITÁLIA,RUA,ROMA,1435,11/1/2016,07:30:00
FURTO,JARDIM ITÁLIA,RUA,RUA LUCCA,66,11/1/2016,07:30:00
FURTO,JARDIM ITÁLIA,RUA,RUA LUCCA,1405,11/1/2016,07:30:00
FURTO,JARDIM ITÁLIA,RUA,TANCREDO NEVES,168A,5/26/2016,08:30:00
FURTO,JARDIM ITÁLIA,RUA,VENEZA,245,9/29/2016,08:00:00
ROUBO,JARDIM ITÁLIA,,,,11/14/2016,13:30:00
FURTO,JARDIM ITÁLIA II,RUA,VENEZA,24,5/19/2016,21:40:00
FURTO,JARDIM ITÁLIA II,RUA,ROMA,100,11/5/2016,
FURTO,JARDIM ITÁLIA III,RODOVIA,TORINO,4,8/5/2016,22:00:00
FURTO,JARDIM ITÁLIA III,RUA,TURINO,4,8/24/2016,10:00:00
FURTO,JARDIM ITÁLIA III,RUA,VERONA,Q:40,8/29/2016,03:00:00
FURTO,JARDIM ITÁLIA III,RUA,VERONA,3,8/16/2016,16:00:00
ROUBO,JARDIM ITAÚBA,RUA,DOS CARVALHOS,,12/21/2016,17:20:00
FURTO,JARDIM ITAÚBA,RUA,GIRASSOIS,158,5/10/2016,02:00:00
FURTO,JARDIM ITAÚBA,AVENIDA,ITAUBAS,4558,11/30/2016,11:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,,8/17/2016,17:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DAS SIBIPIRUNAS,,8/23/2016,17:30:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,8/19/2016,18:50:00
ROUBO,JARDIM JACARANDÁS,,,,8/7/2016,19:30:00
ROUBO,JARDIM JACARANDÁS,RUA,AMEIXEIRAS,,6/5/2016,18:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,RUA,AMEIXEIRAS,,6/5/2016,18:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,ANDRE MAGGI,,12/23/2016,18:00:00
FURTO,JARDIM JACARANDÁS,RUA,COLONIZADOR ÊNIO PIPINO,1267,5/29/2016,12:00:00
ROUBO,JARDIM JACARANDÁS,RUA,CUPUACU,,7/20/2016,18:40:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS AMOREIRAS,754,11/1/2016,06:50:00
FURTO,JARDIM JACARANDÁS,RUA,DAS JABUTICABEIRAS,208,11/29/2016,14:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS LARANJEIRAS,358,10/10/2016,22:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS MANGUEIRAS,87,10/30/2016,03:00:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS PITOMBEIRAS,,9/21/2016,19:30:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,450,6/4/2016,16:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,81,10/31/2016,02:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,801,9/5/2016,17:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,1169,5/20/2016,22:45:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,5333,11/4/2016,23:30:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,,8/25/2016,17:00:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,,8/23/2016,13:30:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,,11/30/2016,22:00:00
USO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,,10/2/2016,14:30:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,671,10/9/2016,07:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,1045,5/29/2016,12:00:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,,9/22/2016,22:40:00
FURTO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,31,11/21/2016,14:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,293,11/11/2016,15:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,676,12/24/2016,03:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DAS SIBIPIRUNAS,,9/17/2016,19:00:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS FLAMBOYANTES,565,12/6/2016,14:19:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,860,8/20/2016,22:10:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,8/31/2016,20:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,10/20/2016,15:45:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,837,11/7/2016,12:05:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,1194,12/15/2016,00:30:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,6/25/2016,20:00:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,5/14/2016,10:15:00
USO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,5/12/2016,00:30:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,5/10/2016,21:00:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DOS JACARANDAS,,11/30/2016,01:30:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,DOS JATOBAS,,6/8/2016,15:40:00
FURTO,JARDIM JACARANDÁS,RUA,DOS MANACÁS,551,12/1/2016,13:00:00
FURTO,JARDIM JACARANDÁS,RUA,DOS PARIRIS,57,10/3/2016,14:00:00
HOMICÍDIO DOLOSO,JARDIM JACARANDÁS,RUA,DOS PARIRIS,,9/24/2016,22:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,FLAMBOYANTS,,10/18/2016,17:40:00
FURTO,JARDIM JACARANDÁS,AVENIDA,FLAMBOYANTS,235,9/18/2016,15:30:00
FURTO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,1194,12/22/2016,06:00:00
FURTO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,,7/2/2016,19:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,,12/14/2016,23:00:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,,11/28/2016,22:30:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,JACARANDAS,,9/5/2016,01:34:00
FURTO,JARDIM JACARANDÁS,RUA,JAQUEIRAS,281,11/6/2016,16:00:00
USO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,AVENIDA,JOAQUIM SOCREPA,928,10/4/2016,18:30:00
FURTO,JARDIM JACARANDÁS,RUA,MARUPAS,264,8/28/2016,12:00:00
ROUBO,JARDIM JACARANDÁS,RUA,MARUPAS,,11/19/2016,15:30:00
ROUBO,JARDIM JACARANDÁS,RUA,PARIRIZ,88,8/4/2016,14:20:00
FURTO,JARDIM JACARANDÁS,RUA,PERCEGUEIROS,,5/19/2016,00:15:00
HOMICÍDIO DOLOSO,JARDIM JACARANDÁS,RUA,PRIMAVERAS,969,11/8/2016,20:55:00
USO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,RUA,PRIMAVERAS,,8/15/2016,16:20:00
ROUBO,JARDIM JACARANDÁS,AVENIDA,SIBIPIRUNAS,,12/2/2016,00:30:00
FURTO,JARDIM JACARANDÁS,,,,5/19/2016,21:00:00
ROUBO,JARDIM JACARANDÁS,,,,10/16/2016,20:40:00
FURTO,JARDIM JACARANDÁS,,,,9/20/2016,10:30:00
ROUBO,JARDIM JACARANDÁS,,,,12/19/2016,06:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM JACARANDÁS,RUA,AMEIXEIRAS,191,11/18/2016,16:30:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS AMOREIRAS,,12/2/2016,00:30:00
ROUBO,JARDIM JACARANDÁS,RUA,DAS JUREMAS,246,9/9/2016,22:30:00
FURTO,JARDIM JACARANDÁS,RUA,DAS LARANJEIRAS,178,5/26/2016,06:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS PRIMAVERAS,886,5/22/2016,10:00:00
FURTO,JARDIM JACARANDÁS,RUA,DAS SAMAMBAIAS,676,7/22/2016,22:40:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DAS SIBIPIRUNAS,902,6/28/2016,14:00:00
FURTO,JARDIM JACARANDÁS,AVENIDA,DAS SIBIPIRUNAS,1454,12/7/2016,19:00:00
FURTO,JARDIM JACARANDÁS,RUA,DOS LIMOEIROS,73,11/29/2016,
ROUBO,JARDIM JACARANDÁS,LARGO,GIGANTE DO NORTE,,5/1/2016,22:30:00
ROUBO,JARDIM JACARANDÁS,RUA,JUREMAS,,5/17/2016,20:50:00
ROUBO,JARDIM JACARANDÁS,RUA,,,11/11/2016,10:30:00
FURTO,JARDIM JACARANDÁS,RUA,PIRIRIS,88,5/6/2016,
ROUBO,RESID. JEQUITIBÁS,RUA,CHAMPANHEIRAS,310,9/17/2016,10:40:00
FURTO,RESID. JEQUITIBÁS,RUA,DAS CANELAS,521,10/20/2016,08:00:00
USO ILÍCITO DE DROGAS,RESID. LISBOA,RUA,1,,7/2/2016,15:00:00
TRÁFICO ILÍCITO DE DROGAS,RESID. LISBOA,RUA,3,,8/11/2016,17:00:00
FURTO,RESID. LISBOA,RUA,4,880,7/17/2016,03:00:00
FURTO,RESID. LISBOA,RUA,8,,6/27/2016,18:00:00
HOMICÍDIO DOLOSO,CHÁCARA DE LAZER MARIA CAROLINA I,RUA,DOS NARCISOS,,7/30/2016,02:40:00
TRÁFICO ILÍCITO DE DROGAS,CHÁCARA DE LAZER MARIA CAROLINA I,RUA,VERA LUCIA,397-B,11/26/2016,15:00:00
FURTO,CHÁCARA DE LAZER MARIA CAROLINA I,RUA,GRACIELAS,360,5/18/2016,08:00:00
FURTO,JARDIM MARIA VINDILINA II,RUA,COXIPO,801,6/3/2016,16:30:00
FURTO,JARDIM MARIA VINDILINA II,RUA,CUIABA,1184,6/6/2016,
FURTO,JARDIM MARIA VINDILINA II,AVENIDA,DAS AGUIAS,945,6/12/2016,01:00:00
ROUBO,JARDIM MARIA VINDILINA II,RUA,RIO NEGRO,896,10/25/2016,19:30:00
FURTO,JARDIM MARIA VINDILINA II,RUA,RIO PRETO,,8/15/2016,19:30:00
FURTO,JARDIM MARIA VINDILINA II,RUA,TELES PIRES,1125,11/22/2016,03:00:00
FURTO,JARDIM MARIA VINDILINA II,,,,7/17/2016,21:00:00
FURTO,JARDIM MARIA VINDILINA,AVENIDA,JEQUITIBAS,,9/18/2016,04:00:00
ROUBO,JARDIM MARIA VINDILINA,AVENIDA,PANTANAL,,6/25/2016,08:00:00
FURTO,JARDIM MARIA VINDILINA,RUA,RIO NEGRO,826,8/31/2016,08:00:00
FURTO,JARDIM MARIA VINDILINA,RUA,RIO PRETO,45,7/25/2016,20:00:00
FURTO,JARDIM MARIA VINDILINA,RUA,RIO PRETO,639,5/13/2016,09:30:00
ROUBO,JARDIM MARIA VINDILINA,RUA,RIO PRETO,,9/8/2016,20:30:00
ROUBO,JARDIM MARIA VINDILINA,RUA,RIO PRETO,,8/23/2016,00:20:00
FURTO,JARDIM MARIA VINDILINA,,,,7/27/2016,03:30:00
FURTO,JARDIM MARIA VINDILINA,RUA,CISNES,Q8,7/18/2016,13:00:00
ROUBO,JARDIM MARIA VINDILINA,AVENIDA,PANTANAL,1333,12/10/2016,21:45:00
ROUBO,JARDIM MARIA VINDILINA,AVENIDA,PANTANAL,Q13,8/23/2016,10:00:00
ROUBO,JARDIM MARIA VINDILINA II,RUA,MUTUM,1145,9/21/2016,20:00:00
FURTO,JARDIM MARIA VINDILINA III,RUA,COXIPÓ,801,6/3/2016,08:20:00
ROUBO,JARDIM MARIA VINDILINA III,RUA,PAVÕES,789,7/7/2016,20:00:00
FURTO,JARDIM MARIA VINDILINA III,RUA,RIO VERDE,1371,11/18/2016,15:00:00
FURTO,JARDIM MARINGÁ,AVENIDA,DOS TARUMÃS,,11/28/2016,13:00:00
ROUBO,JARDIM MARINGÁ,AVENIDA,DOS INGAS,,12/29/2016,18:50:00
FURTO,JARDIM MARINGÁ,AVENIDA,INGAS,2231,12/25/2016,
ROUBO,JARDIM MARINGÁ,AVENIDA,DOS INGÁS,,8/15/2016,00:10:00
ROUBO,JARDIM MARINGÁ,RUA,MACIEIRAS,,8/3/2016,21:00:00
FURTO,JARDIM MARINGÁ,AVENIDA,ANDRE MAGGI,,11/2/2016,15:00:00
FURTO,JARDIM MARINGÁ,RUA,CAVIUNAS,2491,9/9/2016,12:00:00
ROUBO,JARDIM MARINGÁ,AVENIDA,DOS GUARANTÃS,,10/25/2016,20:20:00
FURTO,JARDIM MARINGÁ,AVENIDA,INGAS,2231,9/23/2016,02:00:00
FURTO,JARDIM MARINGÁ,RUA,MAGNOLIAS,1000,7/4/2016,03:00:00
ROUBO,JARDIM MARINGÁ,AVENIDA,TARUMAS,,7/27/2016,03:45:00
FURTO,JARDIM MARINGÁ,RUA,RUA DAS CEREJEIRAS,2335,7/3/2016,14:34:00
ROUBO,JARDIM MARINGÁ,RUA,RUA DAS CEREJEIRAS,2755,6/26/2016,21:00:00
FURTO,JARDIM MARINGÁ,AVENIDA,DOS INGÁS,,6/5/2016,18:25:00
ROUBO,JARDIM MARINGÁ,AVENIDA,INGAS,,8/14/2016,23:00:00
FURTO,JARDIM MARINGÁ,RUA,JASMIM,71,8/25/2016,10:27:00
FURTO,JARDIM MARINGÁ,,,,5/16/2016,16:30:00
FURTO,JARDIM MARINGÁ,RUA,DAS CAMELIAS,,12/21/2016,18:15:00
FURTO,JARDIM MARINGÁ,RUA,TAMAREIRAS,2176,5/29/2016,
ROUBO,JARDIM MARINGÁ,,,,9/5/2016,23:00:00
FURTO,JARDIM MARIA,RUA,MARIPA,177,8/24/2016,
HOMICÍDIO DOLOSO,JARDIM MARIA,,,,7/10/2016,19:00:00
ROUBO,RESID. MARIPÁ,ESTRADA,ALZIRA,914,12/7/2016,22:00:00
ROUBO,RESID. MARIPÁ,ESTRADA,ESTRADA ALZIRA,914,12/7/2016,22:50:00
FURTO,RESID. MARIPÁ,RUA,RIO AZUL,59,5/16/2016,12:00:00
ROUBO,RESID. MARIPÁ,,,,6/24/2016,10:00:00
TRÁFICO ILÍCITO DE DROGAS,MENINO JESUS,RUA,3,,8/24/2016,01:30:00
ROUBO,JARDIM DAS NAÇÕES,RUA,JURITIS,746,10/14/2016,22:30:00
FURTO,JARDIM NOVA CONQUISTA,RUA,A,407,6/18/2016,08:00:00
FURTO,JARDIM NOVO ESTADO,RUA,3,,11/12/2016,22:40:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM NOVO ESTADO,RUA,6,,6/22/2016,10:45:00
ROUBO,JARDIM NOVO ESTADO,AVENIDA,ANDRE MAGGI,5755,6/23/2016,15:50:00
ROUBO,JARDIM NOVO ESTADO,AVENIDA,ANDRE MAGGI,,8/16/2016,19:30:00
ROUBO,JARDIM NOVO ESTADO,AVENIDA,ANDRE MAGGI,,7/7/2016,00:00:00
ROUBO,JARDIM NOVO ESTADO,AVENIDA,ANDRE MAGGI,,12/12/2016,16:00:00
FURTO,JARDIM NOVO ESTADO,AVENIDA,AV ANDRÉ MAGGI,5855,10/29/2016,15:30:00
FURTO,JARDIM NOVO ESTADO,RUA,CABO MANOEL AUGUSTINHO,2720,6/21/2016,11:21:00
FURTO,JARDIM NOVO ESTADO,RUA,CAMBARAS,1890,12/31/2016,22:00:00
FURTO,JARDIM NOVO ESTADO,RUA,CAMBARAS,2169,10/26/2016,18:00:00
FURTO,JARDIM NOVO ESTADO,RUA,DOS CAMBARAS,1572,7/16/2016,23:30:00
ROUBO,JARDIM NOVO ESTADO,RUA,DOS CAMBARAS,,7/18/2016,01:30:00
USO ILÍCITO DE DROGAS,JARDIM NOVO ESTADO,RUA,DOS CAMBARAS,,5/16/2016,10:30:00
FURTO,JARDIM NOVO ESTADO,RUA,ELISA BORTOLOSO LUCIANO,2287,5/19/2016,02:00:00
USO ILÍCITO DE DROGAS,JARDIM NOVO ESTADO,RUA,GINO SANCHES PARRA,,10/8/2016,16:50:00
ROUBO,JARDIM NOVO ESTADO,RUA,PADRE ANTONIO HIDLER,,6/16/2016,22:00:00
FURTO,JARDIM NOVO ESTADO,RUA,RUA 11,2470,11/21/2016,15:30:00
ROUBO,JARDIM NOVO ESTADO,RUA,RUA 11,,6/5/2016,07:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM NOVO ESTADO,RUA,RUA 11,,6/5/2016,07:00:00
FURTO,JARDIM NOVO ESTADO,RUA,SEBASTIÃO SALES MENDES,415,8/15/2016,22:00:00
FURTO,JARDIM NOVO ESTADO,RUA,XAXIM,15557,11/26/2016,03:30:00
FURTO,JARDIM NOVO ESTADO,RUA,XAXINS,2745,12/30/2016,
FURTO,JARDIM NOVO ESTADO,,,,7/22/2016,14:00:00
ROUBO,JARDIM NOVO ESTADO,,,,7/22/2016,14:00:00
FURTO,JARDIM NOVO ESTADO,,,,7/1/2016,15:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,ANTONIO PORTO,,8/6/2016,17:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,DARCI DACROCE,2,6/27/2016,16:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,JEREMIAS GARCIA,QD09,11/11/2016,14:00:00
HOMICÍDIO DOLOSO,JARDIM NOVO HORIZONTE,RUA,NOVO HORIZONTE,,5/15/2016,14:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,NOVO HORIZONTE,4,8/29/2016,14:30:00
HOMICÍDIO DOLOSO,JARDIM NOVO HORIZONTE,RUA,NOVO HORIZONTE,L 16,5/15/2016,14:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,NOVO HORIZONTE,Q07,9/28/2016,07:00:00
FURTO,JARDIM NOVO HORIZONTE,RUA,PROJETADA 23,,7/14/2016,03:00:00
FURTO,JARDIM OLIVEIRAS,RUA,ARICURIS,Q 12,12/4/2016,23:00:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM OLIVEIRAS,RUA,BRACATINGAS,889,7/9/2016,20:40:00
FURTO,JARDIM OLIVEIRAS,RUA,DAS ALFAZEMAS,530,12/7/2016,11:45:00
FURTO,JARDIM OLIVEIRAS,RUA,DAS OLIVEIRAS,1013B,12/4/2016,03:50:00
FURTO,JARDIM OLIVEIRAS,RUA,DAS OLIVEIRAS,901B,12/27/2016,04:00:00
ROUBO,JARDIM OLIVEIRAS,AVENIDA,DAS PALMEIRAS,,7/21/2016,13:30:00
FURTO,JARDIM OLIVEIRAS,RUA,DAS VIOLETAS,,8/23/2016,07:00:00
FURTO,JARDIM OLIVEIRAS,AVENIDA,DOS PINHEIROS,,7/30/2016,20:00:00
FURTO,JARDIM OLIVEIRAS,RUA,GUAIAMBÉS,51,6/1/2016,18:30:00
USO ILÍCITO DE DROGAS,JARDIM OLIVEIRAS,RUA,PRIMULAS,202,5/3/2016,00:40:00
FURTO,JARDIM OLIVEIRAS,,,,12/9/2016,17:00:00
FURTO,JARDIM OLIVEIRAS,RUA,DAS OLIVEIRAS,345,9/14/2016,12:45:00
ROUBO,JARDIM OLIVEIRAS II,RUA,ALFAZEMAS,,7/18/2016,06:00:00
ROUBO,JARDIM OLIVEIRAS II,RUA,AVENCAS,,7/29/2016,10:30:00
FURTO,JARDIM OLIVEIRAS II,RUA,AZALEIAS,5055,8/4/2016,16:00:00
FURTO,JARDIM OLIVEIRAS II,RUA,DAS AZALEIAS,,10/3/2016,15:00:00
USO ILÍCITO DE DROGAS,JARDIM OLIVEIRAS II,AVENIDA,PERIMETRAL NORTE,,8/25/2016,16:23:00
ROUBO,JARDIM OLIVEIRAS II,AVENIDA,SENADOR JONAS PINHEIROS(PERIMETRAL NORTE),2,6/27/2016,21:45:00
FURTO,JARDIM ORQUÍDEAS,RUA,DOS CAITES,,12/19/2016,19:30:00
FURTO,JARDIM PALMEIRAS,RUA,ARARIBAS,97,8/30/2016,14:30:00
ROUBO,JARDIM PALMEIRAS,RUA,ARARIBAS,,9/6/2016,11:30:00
FURTO,JARDIM PALMEIRAS,RUA,ARARIBAS,,9/18/2016,18:00:00
ROUBO,JARDIM PALMEIRAS,RUA,ARARIBAS,,10/16/2016,12:00:00
ROUBO,JARDIM PALMEIRAS,RUA,AV DOS INGÁS,4332,9/13/2016,15:40:00
FURTO,JARDIM PALMEIRAS,RUA,DAS AZALEIAS,2828,5/1/2016,15:00:00
ROUBO,JARDIM PALMEIRAS,RUA,DAS AZALEIAS,3208,10/11/2016,17:15:00
FURTO,JARDIM PALMEIRAS,RUA,DAS AZALEIAS,,10/24/2016,06:30:00
ROUBO,JARDIM PALMEIRAS,AVENIDA,DAS ITAUBAS,,11/3/2016,17:30:00
FURTO,JARDIM PALMEIRAS,RUA,DAS PAINEIRAS,567,7/29/2016,23:31:00
ROUBO,JARDIM PALMEIRAS,AVENIDA,DOS INGAS,3798,12/19/2016,11:08:00
FURTO,JARDIM PALMEIRAS,AVENIDA,DOS ITAÚBAS,5000,9/16/2016,03:00:00
FURTO,JARDIM PALMEIRAS,AVENIDA,DOS JEQUITIBAS,2193,7/19/2016,04:00:00
FURTO,JARDIM PALMEIRAS,RUA,DOS MARFINS,,8/14/2016,22:00:00
FURTO,JARDIM PALMEIRAS,RUA,DRACENAS,52,8/27/2016,08:00:00
ROUBO,JARDIM PALMEIRAS,RUA,DRACENAS,355,9/28/2016,16:50:00
FURTO,JARDIM PALMEIRAS,RUA,DRACENAS,355,10/17/2016,17:30:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM PALMEIRAS,RUA,DRACENAS,509,10/14/2016,16:30:00
USO ILÍCITO DE DROGAS,JARDIM PALMEIRAS,RUA,DRACENAS,509,10/14/2016,16:30:00
ROUBO,JARDIM PALMEIRAS,RUA,DRACENAS,,8/12/2016,05:45:00
TRÁFICO ILÍCITO DE DROGAS,JARDIM PALMEIRAS,RUA,DRACENAS,,7/23/2016,17:20:00
FURTO,JARDIM PALMEIRAS,AVENIDA,ITAUBAS,255,5/28/2016,
FURTO,JARDIM PALMEIRAS,AVENIDA,ITAUBAS,,5/28/2016,17:30:00
FURTO,JARDIM PALMEIRAS,AVENIDA,ITAUBAS,,11/9/2016,10:10:00
FURTO,JARDIM PALMEIRAS,AVENIDA,JEQUITIBAS,2245,8/22/2016,15:10:00
ROUBO,JARDIM PALMEIRAS,AVENIDA,JEQUITIBAS,,7/6/2016,19:30:00
ROUBO,JARDIM PALMEIRAS,AVENIDA,JEQUITIBAS,,10/6/2016,19:30:00
FURTO,JARDIM PALMEIRAS,RUA,MANJOLEIROS,372,5/17/2016,02:30:00
FURTO,JARDIM PALMEIRAS,RUA,MANJOLEIROS,832,5/28/2016,
FURTO,JARDIM PALMEIRAS,RUA,MANJOLEIROS,,8/26/2016,07:30:00
FURTO,JARDIM PALMEIRAS,RUA,MONJOLEIROS,602-A,9/7/2016,16:00:00
FURTO,JARDIM PALMEIRAS,RUA,PAINEIRAS,251,10/16/2016,22:00:00
FURTO,JARDIM PALMEIRAS,AVENIDA,PALMEIRAS,2090,10/10/2016,02:00:00
FURTO,JARDIM PALMEIRAS,RUA,PEROBAS,441,11/1/2016,
FURTO,JARDIM PALMEIRAS,RUA,PEROBAS,733,9/2/2016,02:00:00
FURTO,JARDIM PALMEIRAS,RUA,PEROBAS,800,10/5/2016,10:03:00
FURTO,JARDIM PALMEIRAS,RUA,VIOLETAS,1154,11/1/2016,03:05:00
FURTO,JARDIM PALMEIRAS,RUA,VIOLETAS,,8/3/2016,10:30:00
FURTO,JARDIM PALMEIRAS,RUA,VIOLETAS,,5/10/2016,06:30:00
ROUBO,JARDIM PALMEIRAS,RUA,VIOLETAS,,12/30/2016,04:00:00
ROUBO,JARDIM PALMEIRAS,,,,9/13/2016,11:15:00
FURTO,JARDIM PALMEIRAS,AVENIDA,,,9/1/2016,19:30:00
ROUBO,JARDIM PALMEIRAS,,,,10/16/2016,15:30:00
ROUBO,JARDIM PARAÍSO,RUA,BURITIS,,12/28/2016,05:40:00
FURTO,JARDIM PARAÍSO,RUA,CEREJEIRAS,2117,12/13/2016,03:00:00
ROUBO,JARDIM PARAÍSO,RUA,DAS HORTÊNCIAS,,11/28/2016,17:30:00
ROUBO,JARDIM PARAÍSO,RUA,DAS PETUNIAS,,10/3/2016,14:30:00
FURTO,JARDIM PARAÍSO,RUA,DAS PETÚNIAS,817,12/4/2016,13:00:00
